File,Qualified Name,Current R12 Grade,Manual Grade,Action,Evidence Summary,Best Practice Gap
veilbreakers_terrain/handlers/terrain_hot_reload.py,HotReloadWatcher.watch_material_rules,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_materials.py,_get_material_def,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_materials.py,get_all_terrain_material_keys,D+,D+,WIRE_OR_DEPRECATE,w=orphan;dt=N;call=N;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_materials_v2.py,triplanar_blend,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_materials_v2.py,compute_slope_material_weights,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_materials_v2.py,_build_material_channel_exts,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_materials_v2.py,register_bundle_b_material_passes,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=primary;dt=Y;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_quixel_ingest.py,_classify_texture,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_quixel_ingest.py,_bilinear_sample_texture,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_readability_bands.py,_band_texture,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_stochastic_shader.py,StochasticShaderTemplate,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=Y;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_stochastic_shader.py,StochasticShaderTemplate.__post_init__,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_stochastic_shader.py,_tile_hash_2d,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_stochastic_shader.py,_tile_hash_2d._hash,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_stochastic_shader.py,build_stochastic_sampling_mask,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_stochastic_shader.py,export_unity_shader_template,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_stochastic_shader.py,pass_stochastic_shader,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=primary;dt=Y;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_stochastic_shader.py,register_bundle_k_stochastic_shader_pass,C,C,ADD_DIRECT_TESTS,w=primary;dt=N;call=Y;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_validation.py,validate_material_coverage,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_validation.py,_material_channel_exts_for_validation,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,materials: engine/render PBR+texel proof missing
veilbreakers_terrain/handlers/terrain_validation.py,validate_material_texel_density_coherency,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,materials: engine/render PBR+texel proof missing

