"File","Qualified Name","Current R12 Grade","Manual Grade","Action","Evidence Summary","Best Practice Gap","Output Proof Present"
"veilbreakers_terrain/handlers/terrain_quixel_ingest.py","QuixelAsset.has_channel","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_quixel_ingest.py","QuixelAsset.to_dict","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_quixel_ingest.py","apply_quixel_to_layer","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_quixel_ingest.py","pass_quixel_ingest","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_quixel_ingest.py","pass_quixel_ingest_bundle_k","C+","C+","PROVE_RUNTIME_CONTRACT","Runtime pass or registrar wiring exists and tests/static references exist, but explicit runtime contract and output proof are incomplete.","Add explicit runtime contract proof and output/live-engine proof where terrain-surface behavior is claimed.","No"
"veilbreakers_terrain/handlers/terrain_quixel_ingest.py","register_bundle_k_quixel_ingest_pass","C","C","ADD_DIRECT_TESTS","Runtime-primary surface exists, but direct callable/output contract tests were not sufficient for B-level proof.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_reference_locks.py","AnchorDrift","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_reference_locks.py","AnchorDriftReport","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_reference_locks.py","_lock_registry","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_reference_locks.py","lock_anchor","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_reference_locks.py","unlock_anchor","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_reference_locks.py","clear_all_locks","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_reference_locks.py","is_locked","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_reference_locks.py","_distance","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_reference_locks.py","assert_anchor_integrity","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_reference_locks.py","assert_all_anchors_intact","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_region_exec.py","RegionExecutionReport","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_region_exec.py","_pass_pad_radius","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_region_exec.py","compute_minimum_padding","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_region_exec.py","execute_region","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_region_exec.py","execute_region_with_rollback","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but wiring scan marks it orphan_candidate; no production caller/runtime path was proven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_region_exec.py","estimate_speedup","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_review_ingest.py","ReviewFinding","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_review_ingest.py","ReviewFinding.__post_init__","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_review_ingest.py","ReviewFinding.to_dict","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_review_ingest.py","_coerce_location","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_review_ingest.py","ingest_review_json","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_review_ingest.py","apply_review_findings","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_review_ingest.py","pass_apply_review_blockers","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_rhythm.py","_positions_xy","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_rhythm.py","_feature_type","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_rhythm.py","_feature_salience","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_rhythm.py","_nn_distances","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_rhythm.py","_ripley_k_proxy","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_rhythm.py","_monotonic_gradient","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_rhythm.py","analyze_feature_rhythm","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_rhythm.py","enforce_rhythm","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_rng.py","make_rng","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_rng.py","tile_rng","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_roughness_driver.py","compute_roughness_from_wetness_wear","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_roughness_driver.py","pass_roughness_driver","C+","C+","PROVE_RUNTIME_CONTRACT","Runtime pass or registrar wiring exists and tests/static references exist, but explicit runtime contract and output proof are incomplete.","Add explicit runtime contract proof and output/live-engine proof where terrain-surface behavior is claimed.","No"
"veilbreakers_terrain/handlers/terrain_roughness_driver.py","register_bundle_k_roughness_driver_pass","C+","C+","PROVE_RUNTIME_CONTRACT","Runtime pass or registrar wiring exists and tests/static references exist, but explicit runtime contract and output proof are incomplete.","Add explicit runtime contract proof and output/live-engine proof where terrain-surface behavior is claimed.","No"
"veilbreakers_terrain/handlers/terrain_saliency.py","compute_vantage_silhouettes","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_saliency.py","auto_sculpt_around_feature","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_saliency.py","_rasterize_vantage_silhouettes_onto_grid","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_saliency.py","_compute_8factor_saliency","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_saliency.py","_compute_8factor_saliency._norm01","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_saliency.py","pass_saliency_refine","C+","C+","PROVE_RUNTIME_CONTRACT","Runtime pass or registrar wiring exists and tests/static references exist, but explicit runtime contract and output proof are incomplete.","Add explicit runtime contract proof and output/live-engine proof where terrain-surface behavior is claimed.","No"
"veilbreakers_terrain/handlers/terrain_saliency.py","_saliency_quality_gate","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but wiring scan marks it orphan_candidate; no production caller/runtime path was proven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_saliency.py","register_saliency_pass","C+","C+","PROVE_RUNTIME_CONTRACT","Runtime pass or registrar wiring exists and tests/static references exist, but explicit runtime contract and output proof are incomplete.","Add explicit runtime contract proof and output/live-engine proof where terrain-surface behavior is claimed.","No"
"veilbreakers_terrain/handlers/terrain_scene_read.py","_walk_scene","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_scene_read.py","capture_scene_read","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_scene_read.py","get_extended_metadata","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_scene_read.py","_coerce_bbox","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_scene_read.py","handle_capture_scene_read","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","_require_bpy","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","get_falloff_value","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","_build_falloff_lut","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","_sample_falloff_lut","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","compute_brush_weights","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","compute_raise_displacements","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","compute_lower_displacements","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","compute_smooth_displacements","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","compute_flatten_displacements","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","compute_stamp_displacements","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","_build_adjacency","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_sculpt.py","handle_sculpt_terrain","C","C","ADD_DIRECT_TESTS","Runtime-primary surface exists, but direct callable/output contract tests were not sufficient for B-level proof.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","ErosionStrategy","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","SectorOrigin","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","WorldHeightTransform","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","WorldHeightTransform.__post_init__","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","WorldHeightTransform.to_normalized","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","WorldHeightTransform.from_normalized","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","BBox","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","BBox.__post_init__","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","BBox.width","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but wiring scan marks it orphan_candidate; no production caller/runtime path was proven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","BBox.center","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","BBox.to_tuple","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","BBox.contains_point","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","BBox.intersects","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","BBox.to_cell_slice","C","C","ADD_DIRECT_TESTS","Reachable helper evidence exists through parent/runtime code, but direct callable contract tests are missing or insufficient.","Add deterministic direct tests for the callable and tie assertions to the declared runtime/parent contract.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","HeroFeatureRef","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","WaterfallChainRef","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","HeroFeatureBudget","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.__post_init__","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.__setattr__","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but callable has no wiring row; runtime path is unproven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.get","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.import_neighbor_edge","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.set","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.mark_dirty","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.mark_clean","C","C","WIRE_OR_DEPRECATE","Tests or static references exist, but production runtime path is not proven; R12 wiring status=test_only_or_unwired.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.assert_channels_present","D+","D+","WIRE_OR_DEPRECATE","Implementation exists, but wiring scan marks it orphan_candidate; no production caller/runtime path was proven.","Prove production runtime wiring or remove/deprecate the callable; no B without runtime wiring plus direct tests plus parent/runtime contract proof.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.compute_hash","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.to_npz","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
"veilbreakers_terrain/handlers/terrain_semantics.py","TerrainMaskStack.from_npz","C+","C+","PROVE_PARENT_CONTRACT_OR_INLINE","Helper is reachable and has some evidence, but parent-surface contract proof is incomplete under the R12/R13 B gate.","Prove the parent/runtime contract with direct tests for the helper behavior, or inline/delete the helper.","No"
