File,Qualified Name,Current R12 Grade,Manual Grade,Action,Evidence Summary,Best Practice Gap,Output Proof Present
veilbreakers_terrain/handlers/terrain_bundle_l.py,register_bundle_l_passes,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_atmosphere.py|veilbreakers_terrain/tests/test_terrain_atmosphere.py::test_bundle_l_passes_have_distinct_seed_namespaces|veilbreakers_terrain/tests/test_terrain_atmosphere.py::test_register_bundle_l_passes_registers_all_three;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_bundle_n.py,get_bundle_n_runtime_contract,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_bundle_n.py,_runtime_options,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_bundle_n.py,_determinism_runs,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_bundle_n.py,bundle_n_runtime_requests_determinism,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=2,add direct tests,No
veilbreakers_terrain/handlers/terrain_bundle_n.py,_skip_runtime_hooks,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_bundle_n.py,_attach_issues,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_bundle_n.py,_merge_bundle_n_metrics,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_bundle_n.py,_review_findings_from_intent,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_bundle_n.py,_validation_issue_from_review_payload,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_bundle_n.py,_default_snapshot_id,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_bundle_n.py,register_bundle_n_passes,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_deep_qa.py::test_bundle_n_registrar_is_callable;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_bundle_o.py,register_bundle_o_passes,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_water_vegetation_depth.py|veilbreakers_terrain/tests/test_terrain_water_vegetation_depth.py::test_bundle_o_supplemental_pass_contracts_are_declared|veilbreakers_terrain/tests/test_terrain_water_vegetation_depth.py::test_pass_vegetation_depth_deterministic_by_seed|veilbreakers_terrain/tests/test_terrain_water_vegetation_depth.py::test_pass_vegetation_depth_populates_detail_density|veilbreakers_terrain/tests/test_terrain_water_vegetation_depth.py::test_pass_vegetation_depth_region_scope_leaves_outside_unchanged|veilbreakers_terrain/tests/test_terrain_water_vegetation_depth.py::test_register_bundle_o_is_idempotent;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_caves.py,compute_speleothem_growth,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,CaveArchetype,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=2;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_caves.py,CaveArchetypeSpec,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_caves.py,make_archetype_spec,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_caves.py,CaveStructure,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_caves.py,_region_to_slice,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=2,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_protected_mask_for_caves,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,pick_cave_archetype,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_caves.py,pick_cave_archetype._sample,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=3,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,build_mountainside_overhang,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,build_cave_mouth_surround,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_build_cave_entry_mesh_specs,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,carve_cave_volume,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_caves.py,build_cave_entrance_frame,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_caves.py,_generate_speleothem_pairs,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_generate_speleothem_pairs._dreybrodt,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,enforce_cave_navigation_clearance,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,enforce_cave_navigation_clearance._corridor_z,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_generate_mineral_deposits,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_generate_cave_pools,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_generate_drip_channels,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,generate_damp_mask,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_caves.py,_find_entrance_candidates,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_caves.py,_find_entrance_candidates._neighbourhood_slice,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_find_entrance_candidates._score_or_reject,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,pass_caves,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_cave_adapter.py|veilbreakers_terrain/tests/test_terrain_cave_adapter.py::test_handle_generate_cave_error_path_returns_dict|veilbreakers_terrain/tests/test_terrain_cave_adapter.py::test_handle_generate_cave_wraps_pass_caves|veilbreakers_terrain/tests/test_terrain_caves.py::test_validate_entrance_rejects_short_lip;contracts=PassSpec.func,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_caves.py,register_bundle_f_passes,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_caves.py::test_pass_caves_can_discover_candidates_from_cliff_signals|veilbreakers_terrain/tests/test_terrain_caves.py::test_pass_caves_empty_scene_read_still_ok|veilbreakers_terrain/tests/test_terrain_caves.py::test_pass_caves_populates_channels_and_structures|veilbreakers_terrain/tests/test_terrain_caves.py::test_pass_caves_region_scoping_filters_entrances|veilbreakers_terrain/tests/test_terrain_caves.py::test_pass_caves_requires_scene_read|veilbreakers_terrain/tests/test_terrain_caves.py::test_pass_caves_respects_protected_zones;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_caves.py,get_cave_entrance_specs,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_build_synthetic_state,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_cone_verts_faces,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_face_normal,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=5,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_caves.py,_build_chamber_mesh_geometry,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_build_chamber_mesh_geometry._add_vert,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_build_chamber_mesh_geometry._dreybrodt_dims,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_build_chamber_mesh,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_bezier_cubic,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,_build_bezier_tunnel_geometry,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_caves.py,handle_generate_cave,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_cave_adapter.py|veilbreakers_terrain/tests/test_terrain_cave_adapter.py::test_cave_canyon_dual_exit_regression|veilbreakers_terrain/tests/test_terrain_cave_adapter.py::test_cave_entry_exit_on_different_faces|veilbreakers_terrain/tests/test_terrain_cave_adapter.py::test_cave_interior_material_separate_from_exterior|veilbreakers_terrain/tests/test_terrain_cave_adapter.py::test_cave_navigation_clearance_minimum|veilbreakers_terrain/tests/test_terrain_cave_adapter.py::test_cave_speleothem_pairing_density;contracts=veilbreakers_terrain/handlers/__init__.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_checkpoints.py,_atomic_npz_write,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_checkpoints.py,save_checkpoint,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_checkpoints.py,rollback_last_checkpoint,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=3,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_checkpoints.py,rollback_to,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=3,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_checkpoints.py,list_checkpoints,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints.py,_serialize_value,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_checkpoints.py,_deserialize_value,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_checkpoints.py,_intent_to_dict,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_checkpoints.py,_intent_from_dict,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_checkpoints.py,save_preset,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints.py,restore_preset,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints.py,autosave_after_pass,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,PresetLocked,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=3,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,lock_preset,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=2,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,unlock_preset,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=2,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,is_preset_locked,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,assert_preset_unlocked,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,save_every_n_operations,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=2,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,save_every_n_operations._atomic_npz_save,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,save_every_n_operations.wrapped,D+,D+,WIRE_OR_DEPRECATE,orphan_candidate;tests=1;refs=7,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,save_every_n_operations.unpatch,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,_sanitize,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,generate_checkpoint_filename,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,_day_key,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,_week_key,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,enforce_retention_policy,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_checkpoints_ext.py,enforce_retention_policy._is_checkpoint,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_chunking.py,compute_terrain_chunks,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=5;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_chunking.py,build_tile_seam_contract,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=3;refs=3,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_chunking.py,_blend_locked_edges,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_chunking.py,apply_seam_boundary_conditions,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_chunking.py,build_tile_batch_manifest,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_chunking.py,_empty_metadata,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_chunking.py,_coerce_jsonable_edge_samples,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_chunking.py,_hash_edge_samples,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_chunking.py,_compute_tile_contracts,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_cliffs.py,StrataLayer,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_cliffs.py,TalusField,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_cliffs.py,CliffStructure,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=3,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_cliffs.py,_smooth_contour_gaussian,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_fit_bspline_contour,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_moore_contour_all_components,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_trace_moore_boundary,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_trace_moore_boundary._backtrack_dir,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_label_connected_components,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_build_strata_layers,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_region_to_slice,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=2,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_extract_lip_polyline,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_postprocess_lip_polyline,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=0,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_sample_korcak_radii,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_cliffs.py,pass_emit_overhang_meshes,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=1,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_fbm2,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,_fbm2._h,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=7,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,pass_cliffs,C,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_cliffs.py::test_talus_field_disjoint_from_face_mask;contracts=PassSpec.func,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_cliffs.py,_protected_mask_for_cliffs,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_cliffs.py,register_bundle_b_passes,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_cliffs.py::test_emit_overhang_meshes_publishes_mesh_layer_cache|veilbreakers_terrain/tests/test_terrain_cliffs.py::test_pass_cliffs_is_deterministic|veilbreakers_terrain/tests/test_terrain_cliffs.py::test_pass_cliffs_populates_cliff_candidate_channel|veilbreakers_terrain/tests/test_terrain_cliffs.py::test_pass_cliffs_records_structure_side_effects;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_cloud_shadow.py,_build_perm_table,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_cloud_shadow.py,compute_cloud_shadow_mask,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_cloud_shadow.py,pass_cloud_shadow,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_bundle_j_populates_unity_ready_channels|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_pass_cloud_shadow_populates|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_unity_export_manifest_writes_files|veilbreakers_terrain/tests/test_terrain_material_ceiling.py::test_bundle_k_passes_produce_unity_channels|veilbreakers_terrain/tests/test_terrain_material_ceiling.py::test_pass_shadow_clipmap_populates_cloud_shadow;contracts=PassSpec.func,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_cloud_shadow.py,register_bundle_j_cloud_shadow_pass,C+,C+,REVIEW_FOR_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_master_registrar.py::test_cloud_shadow_renamed_channels_are_independent;parent_contract=False,prove parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_decal_placement.py,DecalKind,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_decal_placement.py,_safe_norm,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_decal_placement.py,_log_norm,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_decal_placement.py,compute_decal_density,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_decal_placement.py,pass_decals,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_decal_density_populates_dict_channel_provenance|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_pass_decals_fills_dict_channel|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_unity_export_manifest_writes_files;contracts=PassSpec.func,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_decal_placement.py,register_bundle_j_decals_pass,C+,C+,REVIEW_FOR_B,runtime_primary;tests=veilbreakers_terrain/tests/test_phase14_wave1.py::test_decal_pass_definition_declares_channel;parent_contract=False,prove parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_delta_integrator.py,_collect_deltas,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_delta_integrator.py,pass_integrate_deltas,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_delta_integrator.py|veilbreakers_terrain/tests/test_delta_integrator.py::test_allowed_mutation_permits_delta|veilbreakers_terrain/tests/test_delta_integrator.py::test_cave_delta_applied_to_height|veilbreakers_terrain/tests/test_delta_integrator.py::test_hero_exclusion_combined_with_protected_zone|veilbreakers_terrain/tests/test_delta_integrator.py::test_metrics_report_delta_channels|veilbreakers_terrain/tests/test_delta_integrator.py::test_multiple_deltas_compose_additively;contracts=PassSpec.func,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_delta_integrator.py,register_integrator_pass,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_delta_integrator.py::test_run_pipeline_auto_inserts_integrator_after_delta_producer;contracts=veilbreakers_terrain/handlers/terrain_pipeline.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_dem_import.py,DEMSource,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_dem_import.py,DEMTile,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_dem_import.py,_synthetic_dem,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_dem_import.py,_fill_nodata,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dem_import.py,_bilinear_resample_2d,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dem_import.py,_load_hgt,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dem_import.py,_load_geotiff,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
