File,Qualified Name,Function,Line,Kind,Scope,R11 Domain,Research Refs,R11 Required AAA Evidence,R11 Grade,R11 B-Floor Grade,R11 Remediation Category,R11 Confidence,R11 Findings
veilbreakers_terrain/handlers/terrain_waterfalls_volumetric.py,validate_waterfall_volume_bounds,validate_waterfall_volume_bounds,483,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS,"Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS: Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_waterfalls_volumetric.py,validate_particle_seed_zones,validate_particle_seed_zones,579,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_waterfalls_volumetric.py,validate_waterfall_anchor_screen_space,validate_waterfall_anchor_screen_space,659,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS,"Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS: Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_weathering_timeline.py,generate_weathering_timeline,generate_weathering_timeline,31,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_weathering_timeline.py,apply_weathering_event,apply_weathering_event,60,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_world_math.py,theoretical_max_amplitude,theoretical_max_amplitude,20,function,runtime_handler,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/vertex_paint_live.py,blend_colors_array,blend_colors_array,228,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/world_map.py,generate_world_map,generate_world_map,495,function,runtime_handler,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/world_map.py,world_map_to_dict,world_map_to_dict,578,function,runtime_handler,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/world_map.py,place_landmarks,place_landmarks,618,function,runtime_handler,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/world_map.py,generate_storytelling_scene,generate_storytelling_scene,671,function,runtime_handler,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
