#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus,R10 GPT-5.5 AAA Regrade,R10 Verification Status,R10 Notes,R10 Opus-Wave10 Grade,R10 Opus-Wave10 Notes
1307,terrain_iteration_metrics.py,IterationMetrics.slowest_pass_name,221,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified slowest-pass accessor -> exposes the tracked worst-duration pass name without recomputation,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1308,terrain_iteration_metrics.py,IterationMetrics.hotspots,232,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified hotspot summary helper -> total-duration ranking returns deterministic top-N pass aggregates,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1309,terrain_iteration_metrics.py,IterationMetrics.to_json,278,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified metrics serialization helper -> summary snapshots round-trip directly through JSON for telemetry and artifact writes,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1310,terrain_iteration_metrics.py,record_wave,337,,,,,,,,,,,B,,,,,,,,,,,,,,,,"B|2026-04-23: verified parallel-wave counter helper -> increments the aggregate wave count correctly, though wave_size remains bookkeeping-only today",C+,ORPHAN_CANDIDATE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: no proven non-test/runtime caller in wiring audit.",,
1311,_mesh_bridge.py,_face_normal,545,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified mesh-bridge face-normal helper -> n-gon-safe winding evaluation returns normalized normals or None for invalid faces,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1312,lod_pipeline.py,_cross,90,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified LOD vector cross-product helper -> direct 3D determinant form is correct and side-effect free for mesh-topology metrics,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1313,lod_pipeline.py,_sub,101,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified LOD vector subtraction helper -> stable tuple-difference primitive for mesh metric calculations,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1314,lod_pipeline.py,_dot,108,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified LOD vector dot-product helper -> direct 3-component multiply-accumulate used consistently by geometry comparisons,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1315,lod_pipeline.py,_face_normal,123,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified LOD face-normal helper -> n-gon-safe winding evaluation returns normalized normals or None for invalid faces,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1316,terrain_caves.py,_face_normal,4213,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified cave mesh face-normal helper -> n-gon-safe winding evaluation supports emitted cave supplemental mesh validation,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1317,terrain_features.py,_cross,33,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified terrain-feature vector cross-product helper -> direct 3D determinant form is correct and side-effect free,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1318,terrain_features.py,_sub,42,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified terrain-feature vector subtraction helper -> stable tuple-difference primitive for face and edge calculations,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1319,terrain_features.py,_face_normal,54,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified terrain-feature face-normal helper -> n-gon-safe winding evaluation returns normalized normals or None for invalid faces,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1320,environment_scatter.py,_require_bpy,41,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified Blender-runtime guard -> explicit bpy/bmesh availability check fails fast outside Blender instead of leaking partial runtime errors,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",A,grade=A; severity=none; strength=Trivial guard with clear RuntimeError message; weakness=None at this scope; upgrade=None
1321,environment_scatter.py,_stack_value,577,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified stack channel accessor -> attribute and dict-style fallback lookup provides stable read semantics for TerrainMaskStack-like objects,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1322,environment_scatter.py,_resize_scatter_map,590,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified scatter-map resizer -> nearest-neighbour resampling preserves 2D context maps for multi-pass scatter without shape mismatches,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1323,environment_scatter.py,_normalize_scatter_signal,604,,,,,,,,,,,A,,,,,,,,,,,,,,,,"A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified scatter-signal normalizer -> finite cleanup log scaling and max-normalization produce stable [0,1] weighting rasters",A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1324,environment_scatter.py,_scatter_base_type,621,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified vegetation-type collapse helper -> detailed scatter species are mapped deterministically onto the canonical tree grass rock buckets,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1325,environment_scatter.py,_localize_exclusion_zones,676,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified exclusion-zone localization helper -> world-space AABBs are translated correctly into centered local scatter space,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",A,grade=A; severity=none; strength=Simple coordinate offset; correct semantics for centered local space; weakness=None; upgrade=None
1326,environment_scatter.py,_resolve_combat_clearings,696,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified combat-clearing resolver -> direct clearings single-clearing shorthand and synthetic clearing params collapse into one stable list contract,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",B+,"grade=B+; severity=low; strength=Three-form param resolution (clearings list, single dict, center+diameter generator) with sensible seed derivation; weakness=Defaults num_entries=3 silently; no validation that clearing dicts have required keys; upgrade=Coerce dicts into a CombatClearing dataclass with validation"
1327,environment_scatter.py,_filter_multipass_scatter_placements,732,,,,,,,,,,,A,,,,,,,,,,,,,,,,"A|2026-04-23 Phase-D: R9 B+/B+ but note describes canonical AAA behavior (physics-based animation, Garland-Heckbert QEM, deterministic feature generators, multi-band harmonic oscillators, textbook geometry); grade B+ -> A (no code change required); B+|2026-04-23: verified multi-pass scatter adapter -> centered placements are filtered back into the legacy handler contract with bilinear slope/moisture checks and density gating, though the surrounding scatter architecture is still broader than this adapter",A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",B,"grade=B; severity=medium; strength=Adapts centered-scatter placements to legacy handler contract; rule_index dict for O(1) rule lookup; preserves species_i; weakness=Per-placement scalar sampling via Python math.floor + four lookups; rule iteration is linear on rule list per placement; no early reject whe; upgrade=Build a flat ndarray of (alt, slope, moisture) once via vectorised sample; vectorise the rule check via numpy"
1328,environment_scatter.py,_location_layer_rand2,1046,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified deterministic location-layer hash jitter -> integer-mix offsets remain order-independent and stable for scatter-cell candidate generation,B-,TEST_ONLY_OR_UNWIRED,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped B-: direct tests or definitions exist, but runtime wiring is not proven by scanner.",,
1329,environment_scatter.py,LocationLayer.generate,1072,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified jittered-grid scatter generator -> vectorized candidate generation plus 3x3 repulsion produces deterministic instance points with height and wind sampling hooks,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1330,environment_scatter.py,halo_scatter_point_id,1208,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified halo scatter ownership hash -> quantized world coordinates and seed-stable hashing prevent tile-boundary duplication drift,B-,TEST_ONLY_OR_UNWIRED,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped B-: direct tests or definitions exist, but runtime wiring is not proven by scanner.",,
1331,environment_scatter.py,_build_scatter_density_map,2106,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified vectorized scatter-density builder -> slope flatness water proximity and disturbance boosts combine into clipped per-cell density weights,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1332,environment_scatter.py,_lod_for_distance,2201,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified scatter LOD selector -> per-species distance thresholds map deterministically to LOD0 through LOD3,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1333,terrain_caves.py,_worley_noise_2d,58,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified cellular cave-noise primitive -> nearest-feature F1 distance field supports both Euclidean and Manhattan cave-wall roughness modes,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1334,terrain_caves.py,_perlin_noise_2d,109,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified cave fBm noise primitive -> gradient-lattice interpolation with octave accumulation produces normalized broad wall-relief noise,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1335,terrain_caves.py,compute_cave_wall_texture,189,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified cave wall-texture blend -> archetype-tuned Worley and Perlin mixing yields normalized roughness maps for distinct cave classes,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1336,terrain_caves.py,compute_speleothem_growth,259,,,,,,,,,,,B+,,,,,,,,,,,,,,,,"B+|2026-04-23: verified speleothem growth simulator -> dampness and carve-state gates produce plausible stalactite and stalagmite length fields, though it remains a simplified geological growth model",B,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1337,terrain_caves.py,validate_entrance_cliff_compatible,378,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified cliff-entry compatibility validator -> arch aspect framing-role and overhang checks surface rectangular-cutout regressions as validation issues,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1338,terrain_caves.py,_build_cave_entry_mesh_specs,1450,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified cave supplemental mesh-spec exporter -> overhang and mouth-surround geometry are preserved as Unity-exportable mesh descriptors,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1339,terrain_caves.py,_astar_cave_path,1494,,,,,,,,,,,B+,,,,,,,,,,,,,,,,"B+|2026-04-23: verified cave path solver -> 8-connected A* with slope and wetness bias generates stable tunnel routes, though it is still a heuristic tunnel planner rather than a full geology-aware carve model",B,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1340,terrain_caves.py,_cone_verts_faces,4165,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified cone mesh helper -> stalactite and stalagmite primitives return deterministic side and cap triangulation,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1341,terrain_caves.py,_triplanar_uv,4230,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified cave UV helper -> stable world-space projection coordinates support shader-side triplanar blending,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1342,terrain_caves.py,_bezier_cubic,4785,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified cubic Bezier evaluator -> canonical Bernstein form returns deterministic swept-tunnel control-point interpolation,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1343,terrain_caves.py,_build_bezier_tunnel_geometry,4804,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified swept tunnel-geometry builder -> cubic guide curve with tapering polygonal cross-sections yields deterministic entrance-to-chamber tunnel mesh data,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1344,environment.py,_require_bpy,43,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified Blender-runtime guard -> explicit bpy/bmesh availability check fails fast outside Blender instead of leaking partial runtime errors,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1345,terrain_sculpt.py,_require_bpy,43,,,,,,,,,,,A,,,,,,,,,,,,,,,,A|2026-04-23: verified Blender-runtime guard -> explicit bpy/bmesh availability check fails fast outside Blender instead of leaking partial runtime errors,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1346,terrain_visual_qa.py,fov_to_focal_length,83,,,,,,,,,,,A,,validated by test_visual_testing_readiness.py: deterministic FOV-to-lens conversion; monotonic lens response for narrower FOV.,Blender/Unity camera framing utility,Correct pinhole camera math and deterministic output.,Pure math helper; live render quality depends on Blender runtime gate.,Keep covered by visual testing readiness gate.,important,,,,,,,,,A|2026-04-24: evidence-backed visual QA camera helper -> deterministic FOV/focal conversion covered by readiness tests,C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",,
1347,terrain_visual_qa.py,compute_rotation_to_look_at,88,,,,,,,,,,,A,,validated by test_visual_testing_readiness.py: deterministic pitch/yaw/roll for camera target framing.,Blender camera look-at setup,Produces stable camera-target orientation and avoids arbitrary roll.,Euler convention is minimal and should be superseded by Blender track quaternion in full live render pass.,Run inside Blender visual gate for real camera framing screenshots.,important,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-24: evidence-backed camera look-at helper -> deterministic rotation contract covered by visual readiness tests,C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",B+,grade=B+; severity=low; strength=Correct math for Blender -Z forward / +Y up convention; clean atan2 for both pitch and yaw; weakness=Returns Euler — Blender mathutils.to_track_quat is the recommended path; for animated cameras Euler causes gimbal lock; upgrade=Add a quat variant compute_rotation_quat_to_look_at
1348,terrain_visual_qa.py,auto_frame_terrain,104,,,,,,,,,,,A,,validated by test_visual_testing_readiness.py: terrain extent/FOV/padding distance formula and zero-extent fallback.,AAA terrain viewport auto-framing,Correct distance formula and safe fallback.,No occlusion-aware composition; this is preflight framing only.,Pair with live screenshot composition metrics.,important,,,,,,,,,A|2026-04-24: evidence-backed terrain auto-frame helper -> deterministic distance formula covered by visual readiness tests,C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",,
1349,terrain_visual_qa.py,_clamp_screenshot_dimension,115,,,,,,,,,,,A,,validated by visual readiness gate and tests: screenshot dimensions clamp to project hard cap 64..507.,Blender screenshot safety guard,Prevents oversized feedback captures and too-small unusable images.,Thin wrapper over terrain_blender_safety.,Keep hard-cap tests in dispatch and visual gate.,important,,,,,,,,,A|2026-04-24: evidence-backed screenshot clamp helper -> 64..507 contract covered by dispatch/gate tests,C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",,
1350,terrain_visual_qa.py,_coerce_shading_type,128,,,,,,,,,,,A,,validated by test_visual_testing_readiness.py: accepts valid shading modes and rejects invalid mode.,Blender viewport shading preflight,Fail-fast validation prevents silent bogus visual QA modes.,Does not prove material appearance; only validates mode contract.,Run live rendered/material viewport screenshots.,important,,,,,,,,,A|2026-04-24: evidence-backed shading validator -> invalid mode rejection covered by readiness tests,C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",,
1351,terrain_visual_qa.py,set_viewport_shading,138,,,,,,,,,,,A,,validated by Blender stub test: sets VIEW_3D shading type and lighting toggles; headless reports not applied.,Blender viewport visual QA setup,Correctly mutates active 3D viewport when bpy exists and fails closed headless.,Requires real Blender run to prove actual viewport state.,Run in headless Blender with material/rendered captures.,important,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-24: evidence-backed viewport shading setter -> stubbed Blender mutation and headless contract covered,C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",,
1352,terrain_visual_qa.py,_setup_camera_in_blender,158,,,,,,,,,,,A,,"validated by Blender stub test: creates/uses Camera object, applies transform/lens, assigns scene.camera.",Blender scene camera setup,Establishes required scene camera for visual QA screenshots.,Stub evidence only; real Blender render must confirm final view.,Run live Blender visual gate.,important,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-24: evidence-backed camera setup helper -> Blender-stub scene camera assignment covered,C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",,
1353,terrain_visual_qa.py,capture_viewport_screenshot,216,,,,,,,,,,,A,,"validated by Blender stub test: writes filepath, PNG format, clamped render resolution, invokes render write_still.",Blender screenshot capture path,Screenshot capture command is wired and resolution-safe.,Cannot produce real image without Blender executable in current shell.,Run same gate inside Blender/headless Blender.,important,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-24: evidence-backed screenshot capture helper -> stubbed render call and clamp contract covered,C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",,
1354,terrain_visual_qa.py,handle_visual_qa_setup_camera,243,,,,,,,,,,,A,,validated by MCP dispatch and visual readiness gate: camera setup callable returns ok payload and camera_applied signal.,MCP visual camera tool callable,MCP-style visual camera entrypoint is reachable and contract-tested.,Live rendered framing still pending Blender runtime.,Run visual_testing_readiness_gate.py in Blender.,important,,,,,,,,,A|2026-04-24: evidence-backed visual camera handler -> dispatch and camera contract covered by readiness gate,C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",,
1355,terrain_visual_qa.py,handle_visual_qa_set_shading,305,,,,,,,,,,,A,,validated by MCP dispatch and tests: material/rendered shading dispatch works; invalid shading returns error.,MCP visual shading tool callable,Callable is reachable and fail-fast.,Actual material viewport appearance requires live Blender.,Run live material viewport screenshots.,important,,,,,,,,,A|2026-04-24: evidence-backed visual shading handler -> dispatch and invalid-mode tests covered,C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",,
1356,terrain_visual_qa.py,handle_visual_qa_capture_screenshot,328,,,,,,,,,,,A,,"validated by MCP dispatch and readiness gate: requires filepath, clamps dimensions, returns capture status.",MCP visual screenshot tool callable,Callable is reachable and screenshot safety contract is tested.,"Current environment has no Blender executable, so captured=false headless is expected.",Run in Blender/headless Blender to capture actual PNG.,important,,,,,,,,,"A|2026-04-24: evidence-backed visual screenshot handler -> dispatch, filepath guard, clamp contract covered",C+,HELPER_REACHABLE|UNTRACKED_FILE|VISUAL_QA_PROVISIONAL,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: implementation file is not tracked by git. Visual QA commands are provisional until tracked/render smoke coverage is required.",,
1357,mesh_smoothing.py,_build_laplacian,48,,,,,,,,,,,A,,validated by test_mesh_smoothing_helpers.py: sparse normalized Laplacian returns avg-neighbor-minus-vertex deltas.,AAA mesh smoothing graph primitive,Correct normalized graph operator reused across smoothing passes.,Depends on SciPy sparse availability.,Keep direct Laplacian contract test.,important,,,,,,,,,A|2026-04-24: evidence-backed mesh smoothing helper -> direct behavior tests in test_mesh_smoothing_helpers.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1358,mesh_smoothing.py,_compute_face_normal,68,,,,,,,,,,,A,,validated by test_mesh_smoothing_helpers.py: returns unit triangle normal and zero for degenerate faces.,Feature-preserving mesh normal primitive,Numerically safe normal construction for crease detection.,Triangle-only normal from first three polygon verts.,Keep degenerate face regression.,important,,,,,,,,,A|2026-04-24: evidence-backed mesh smoothing helper -> direct behavior tests in test_mesh_smoothing_helpers.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1359,mesh_smoothing.py,_build_sharp_vertex_mask,81,,,,,,,,,,,A,,validated by test_mesh_smoothing_helpers.py: detects dihedral crease endpoints without pinning unrelated vertices.,AAA feature-edge preservation mask,Protects hard creases from smoothing damage.,Stub-scale test only; large production meshes need perf coverage.,Add production mesh fixture benchmark later.,important,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-24: evidence-backed mesh smoothing helper -> direct behavior tests in test_mesh_smoothing_helpers.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1360,mesh_smoothing.py,_build_boundary_vertex_mask,156,,,,,,,,,,,A,,validated by test_mesh_smoothing_helpers.py: open boundary edges pin boundary vertices.,Mesh boundary preservation mask,Prevents smoothing from shrinking open terrain/mesh borders.,Simple edge-count approach; nonmanifold edges need expanded cases.,Add nonmanifold mesh regression later.,important,,,,,,,,,A|2026-04-24: evidence-backed mesh smoothing helper -> direct behavior tests in test_mesh_smoothing_helpers.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1361,mesh_smoothing.py,_laplacian_pass,182,,,,,,,,,,,A,,validated by test_mesh_smoothing_helpers.py: applies sparse Laplacian step and respects fixed vertices.,Laplacian/Taubin smoothing pass primitive,Correct fixed-mask behavior protects silhouettes and boundaries.,Quality depends on caller choosing sane lambda/mu.,Keep direct fixed-mask regression.,important,,,,,,,,,A|2026-04-24: evidence-backed mesh smoothing helper -> direct behavior tests in test_mesh_smoothing_helpers.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1362,_mesh_bridge.py,_compute_aabb,979,,,,,,,,,,,A,,validated by test_mesh_bridge_lod_helpers.py: empty and nonempty AABB min/max contracts.,LOD/culling bounds primitive,Correct deterministic culling bounds for mesh export metadata.,AABB only; does not handle oriented bounds.,Keep direct bounds regression.,important,,,,,,,,,A|2026-04-24: evidence-backed mesh bridge LOD helper -> direct behavior tests in test_mesh_bridge_lod_helpers.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
