file,line,callable,kind,domain,subdomain,criticality,current_grade,grade_status,match_mode,upgrade_tier,verification_risk_level,verification_evidence_types,best_practice_authorities,best_practice_contract,when_to_use,do_not_use_for,required_callable_setup,upgrade_actions,validation_gates,anti_patterns_to_block,required_output_artifacts,implementation_phase
terrain_caves.py,113,_perlin_noise_2d,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,193,compute_cave_wall_texture,function,terrain_texturing,material_layering,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini texture layers;Adobe Substance material graphs;Quixel/Megascans PBR;Unreal/Unity height blends,"Texture layers separate normalized material weights from PBR maps, color space, height blending, tiling, texel density, weathering, and displacement policy.","Use when building terrain material weights, splatmaps, PBR maps, Substance/Quixel-style layers, shader metadata, or texture QA.","Do not use to change terrain height, scatter assets, or hide missing hydrology/geology channels behind color noise.","Callable must preserve base color, normal, roughness, height/displacement, AO, metallic/mask maps, color-space metadata, and source masks.",Add TerrainTextureLayerStack; wire Substance/Quixel-style maps; validate non-color data and height-blend inputs.,pbr_channel_presence|weight_sum|texel_density|color_space|normal_map|height_blend|visual_debug_maps,flat_color_only|slope_only_texture_selection|missing_normal_roughness_height_ao|wrong_color_space,material_weights.exr|base_color.png|normal.png|roughness.png|height.png|ao.png|texture_manifest.json,"Phase 6,9C,9D"
terrain_caves.py,263,compute_speleothem_growth,function,heightfield_geomorph,landform_layers,critical,B+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,382,validate_entrance_cliff_compatible,function,validation_qa,quality_gate,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Unreal PCG debug;Houdini node/layer inspection;visual diff/golden QA;contract-first CI,"Validation callables must prove channels, scene state, artifacts, determinism, visual output, performance, and low-spec compatibility.","Use when checking correctness, quality, determinism, performance, golden snapshots, scene readback, issue codes, or release readiness.",Do not use as a substitute for fixing missing domain outputs; validators should fail closed.,Callable must emit explicit issue codes and fail closed for missing proof.,Convert heuristic checks to measurable gates; add golden snapshots; add channel debug renders.,issue_codes|golden_visual|performance_budget|determinism|low_spec|artifact_schema,warning_only_for_blockers|screenshot_without_channel_manifest|unmeasured_quality_claim,qa_report.json|golden_snapshot_manifest.json|visual_diff.png|channel_debug_contact_sheet.png,Phase 11-12
terrain_caves.py,583,make_archetype_spec,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,663,_cell_to_world,function,heightfield_geomorph,landform_layers,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,671,_region_to_slice,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,682,_protected_mask_for_caves,function,heightfield_geomorph,landform_layers,critical,B+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,758,pick_cave_archetype,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,1010,snap_entry_to_cliff_face,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,1125,build_mountainside_overhang,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,1238,generate_canyon_dual_exit,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,1339,build_cave_mouth_surround,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,1435,_build_cave_entry_mesh_specs,function,mesh_blender,mesh_quality,high,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Blender Python API;Blender Geometry Nodes named attributes;Blender MCP execution pattern,"Blender operations expose typed recipes for heightfield meshes, named attributes, materials, scatter instances, water layers, screenshots, and scene-read QA.","Use when applying validated terrain artifacts inside Blender, reading scene state, creating mesh attributes, importing GLB, or capturing visual proof.",Do not use raw bpy as the primary procedural terrain generator when a typed pipeline/domain callable should own the logic.,Raw bpy execution is debug/admin only; production callables need typed payload schemas and audit logs.,Add recipe-level MCP handlers; validate scene state after each recipe; log screenshots and changed objects.,dispatch_tests|blender_optional_tests|scene_read_contract|screenshot_qa|attribute_presence,unchecked_raw_bpy|silent_scene_mutation|missing_named_attributes|no_screenshot_proof,blender_recipe_log.json|scene_contract.json|viewport_capture.png|attribute_report.json,Phase 9
terrain_caves.py,1479,_astar_cave_path,function,pathing_roads,path_network,high,B+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator path/river splines;Unreal PCG graphs;cost-field road planning,"Paths and roads use cost fields with slope, curvature, water crossings, bridges/fords, road class, and cell-size-aware grading.","Use when generating roads, paths, bridges, fords, navmesh traversal, splines, or path masks.",Do not use as generic river generation or terrain erosion; hand off water intersections to hydrology.,"Callable declares coordinate units, cell size, slope budget, traversal class, and crossing policy.",Route production roads through rich road network; demote legacy A* to fallback; add bridge/ford contracts.,path_cost_tests|cell_size_tests|slope_budget|water_crossing|determinism,legacy_astar_as_primary|unitless_grade|road_water_overlap_without_bridge|line_carve_only,road_graph.json|path_spline.dae|road_mask.exr|crossing_manifest.json,Phase 8
terrain_caves.py,1597,generate_cave_path,function,pathing_roads,path_network,high,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator path/river splines;Unreal PCG graphs;cost-field road planning,"Paths and roads use cost fields with slope, curvature, water crossings, bridges/fords, road class, and cell-size-aware grading.","Use when generating roads, paths, bridges, fords, navmesh traversal, splines, or path masks.",Do not use as generic river generation or terrain erosion; hand off water intersections to hydrology.,"Callable declares coordinate units, cell size, slope budget, traversal class, and crossing policy.","Route production roads through rich road network; demote legacy A* to fallback; add bridge/ford contracts. Existing weakness to resolve: All paths are 2D polylines with simple trigonometric jitter — no branching, no chamber nodes, no inclination variation within archetype. Prior audit hint: Add branching (Y-splits), chamber hubs along path, per-archetype branch probability.",path_cost_tests|cell_size_tests|slope_budget|water_crossing|determinism,legacy_astar_as_primary|unitless_grade|road_water_overlap_without_bridge|line_carve_only,road_graph.json|path_spline.dae|road_mask.exr|crossing_manifest.json,Phase 8
terrain_caves.py,1904,carve_cave_volume,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution. Existing weakness to resolve: Flat 2D footprint — heightmap can't represent true 3D caves (the delta only lowers terrain surface). For real caves this needs voxel/mesh-boolean backend. Prior audit hint: Wire through to a voxel field (terrain_advanced) so caves are true 3D volumes.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,2228,build_cave_entrance_frame,function,heightfield_geomorph,landform_layers,critical,B+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.","Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution. Existing weakness to resolve: Framing rocks are just world positions + radius — no actual shape variation, no per-archetype material hint. Prior audit hint: Specify rock asset kit per archetype + size variance + biased noise for position.",unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,2297,scatter_collapse_debris,function,scatter_ecology,point_distribution,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,"Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks. Existing weakness to resolve: No clustering (debris typically piles), no collision with entrance frame; all debris same type. Prior audit hint: Add Poisson clustering + per-cluster type.",point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
terrain_caves.py,2449,_generate_speleothem_pairs,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,2592,enforce_cave_navigation_clearance,function,heightfield_geomorph,landform_layers,critical,D+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.","Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution. Existing weakness to resolve: Missing direct behavior proof, visual proof, and AAA acceptance evidence. Prior audit hint: Add direct behavior tests, shipped-surface wiring proof, visual/live artifact proof, and regrade only after evidence passes.",unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,2725,validate_cave_opening_integration,function,validation_qa,quality_gate,critical,D+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Unreal PCG debug;Houdini node/layer inspection;visual diff/golden QA;contract-first CI,"Validation callables must prove channels, scene state, artifacts, determinism, visual output, performance, and low-spec compatibility.","Use when checking correctness, quality, determinism, performance, golden snapshots, scene readback, issue codes, or release readiness.",Do not use as a substitute for fixing missing domain outputs; validators should fail closed.,Callable must emit explicit issue codes and fail closed for missing proof.,"Convert heuristic checks to measurable gates; add golden snapshots; add channel debug renders. Existing weakness to resolve: Missing direct behavior proof, visual proof, and AAA acceptance evidence. Prior audit hint: Add direct behavior tests, shipped-surface wiring proof, visual/live artifact proof, and regrade only after evidence passes.",issue_codes|golden_visual|performance_budget|determinism|low_spec|artifact_schema,warning_only_for_blockers|screenshot_without_channel_manifest|unmeasured_quality_claim,qa_report.json|golden_snapshot_manifest.json|visual_diff.png|channel_debug_contact_sheet.png,Phase 11-12
terrain_caves.py,2900,_generate_mineral_deposits,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,3005,_generate_cave_pools,function,hydrology,water_system,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases.,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
terrain_caves.py,3073,_generate_cave_vegetation,function,scatter_ecology,point_distribution,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
terrain_caves.py,3180,_generate_drip_channels,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,3290,generate_damp_mask,function,heightfield_geomorph,landform_layers,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution. Existing weakness to resolve: Linear falloff — real damp patterns follow seepage paths (downslope preference). Prior audit hint: Bias falloff downslope of path.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
terrain_caves.py,3338,validate_cave_entrance,function,validation_qa,quality_gate,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Unreal PCG debug;Houdini node/layer inspection;visual diff/golden QA;contract-first CI,"Validation callables must prove channels, scene state, artifacts, determinism, visual output, performance, and low-spec compatibility.","Use when checking correctness, quality, determinism, performance, golden snapshots, scene readback, issue codes, or release readiness.",Do not use as a substitute for fixing missing domain outputs; validators should fail closed.,Callable must emit explicit issue codes and fail closed for missing proof.,Convert heuristic checks to measurable gates; add golden snapshots; add channel debug renders.,issue_codes|golden_visual|performance_budget|determinism|low_spec|artifact_schema,warning_only_for_blockers|screenshot_without_channel_manifest|unmeasured_quality_claim,qa_report.json|golden_snapshot_manifest.json|visual_diff.png|channel_debug_contact_sheet.png,Phase 11-12
terrain_caves.py,3412,_find_entrance_candidates,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
