#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus,R10 GPT-5.5 AAA Regrade,R10 Verification Status,R10 Notes
939,procedural_meshes.py,generate_potion_bottle_mesh,9830,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Four styles (round_flask / tall_vial / skull_bottle / crystal_decanter) lathe + cork.," Skyrim alchemy bottles: per-bottle hand-modeled with liquid mesh inside, thumb-shaped cork with wax-seal. ~600-1200 tris.", Four styles (round_flask / tall_vial / skull_bottle / crystal_decanter) lathe + cork.," Skull bottle L9893 eye sockets are SPHERES on TOP of the skull surface — they protrude outward, not inward as sockets. Severity: LOW (cosmetic, but reads as boils not eye holes).", Inside-liquid mesh; wax-seal; per-bottle label decal; replace eye-socket spheres with inset boolean.,polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
940,procedural_meshes.py,generate_scroll_mesh,9942,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Rolled (cylinder + end knobs + slight unroll curve) or unrolled (sheet + curled edges)., Skyrim scrolls: cylinder + 2 lathe-modeled knobs + alpha-tested parchment plane. ~300 tris., Rolled (cylinder + end knobs + slight unroll curve) or unrolled (sheet + curled edges).," Rolled scroll axis swap L9963 `(v[0], v[2], v[1])` rotates cylinder to lie horizontal — works. Unroll boxes L9981 use `length  0.9  0.48` as half-extent then SAME swap — the unroll segments are correctly positioned along the scroll length axis. Math checks out. Severity: NONE."," Replace 8 unroll boxes with one curved quad strip (much cheaper, smoother); add scroll-text decal slot.",polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
941,procedural_meshes.py,generate_lantern_mesh,10024,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Four styles (iron_cage / paper_hanging / crystal_embedded / skull_lantern). Iron has cap+plate+bars+ring+candle., Hellblade II lanterns: hand-sculpted iron with candle wick + flame-mesh + emissive heat haze. ~2-3k tris with flame., Four styles (iron_cage / paper_hanging / crystal_embedded / skull_lantern). Iron has cap+plate+bars+ring+candle., Iron lantern bars L10054 are at `r` (lantern radius) — but the cone L10042 is at `r1.2` and base at `r1.1`. Bars are inset from both — visually they don't connect to top or bottom edge geometry. Severity: LOW., Bars should hit cone-base radius; add wick + flame mesh; add glass panel inset for paper/iron variants.,polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
942,procedural_meshes.py,generate_brazier_mesh,10142,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Three styles (iron_standing / stone_bowl / hanging_chain) with bowl lathe + legs/pedestal/chains.," Dark Souls braziers: hand-modeled with coal mesh inside, fire mesh on top, weathered iron normal map. ~3k tris.", Three styles (iron_standing / stone_bowl / hanging_chain) with bowl lathe + legs/pedestal/chains.," Stone bowl inner L10213 lathe is built as a separate mesh — there's no connection between outer and inner lathes, so the rim has an open seam visible from above. Severity: MEDIUM (looks broken at any angle showing rim).", Weld inner+outer rim into one lathe; replace cylinder chains with proper chain-link helper; coal/ash interior; fire-mesh socket.,polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
943,procedural_meshes.py,generate_campfire_mesh,10253,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Stone ring (12 stones) + N teepee logs + central ash pile.," ARK / Valheim campfires: hand-placed log instances with crossed orientation, ember particles, dynamic flame mesh. ~1.5k tris.", Stone ring (12 stones) + N teepee logs + central ash pile.," ""Teepee pattern"" L10289-10297 — logs are tapered cylinders centered at `(mid_x, mid_z)` extending VERTICALLY with `log_len  0.6` as `height` parameter — `_make_tapered_cylinder` builds along Y. So logs are vertical pillars at radial midpoints, NOT slanted teepee. Severity: HIGH (campfire reads as 4"," Build logs as orientable boxes/tubes via two endpoints (one at center+height, one at outer ring+ground); add flame mesh; embers as decals.",polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
944,procedural_meshes.py,generate_crystal_light_mesh,10315,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Base rock + N crystal shards (tapered cylinders).," Dauntless / Hellblade crystals: hand-sculpted shard cluster with fan orientation, SSS material, emissive cracks. ~2k tris.", Base rock + N crystal shards (tapered cylinders)., All shards are vertical (built via `_make_tapered_cylinder` along Y). No outward-fanning shard angles. Severity: MEDIUM (real crystal clusters fan radially)., Per-shard rotation matrix to fan outward; rebuild base as a true hemisphere not a clamped sphere; add SSS-friendly UVs; emissive crack channel.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
945,procedural_meshes.py,generate_magic_orb_light_mesh,10360,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Central sphere + (if cage) 3 orthogonal cage rings + top mount cone + chain hook., Magic orb lights in MMOs: simple sphere + alpha-tested cage texture or 4-6 cage bars. ~300-500 tris., Central sphere + (if cage) 3 orthogonal cage rings + top mount cone + chain hook.," Three ""orthogonal"" rings — first in XZ (default), second swap Y/Z (rotates around X), third swap X/Z (rotates around Y). XZ + rotation-around-X = XY plane (correct meridian). XZ + rotation-around-Y = XZ plane again (NO ROTATION! You rotated around the Y-axis, but the torus already lies in XZ which "," Fix third ring rotation (swap X+Y, not X+Z); add cage-bar variant; emissive orb material.",polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
946,procedural_meshes.py,generate_door_mesh,10420,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Five styles (wooden_plank / iron_reinforced / stone_carved / hidden_bookcase / dungeon_gate) with hinges, bands, studs, books, etc.", Dishonored 2 doors ~5-8k tris LOD0 with deep relief carvings; Skyrim doors ~3k tris.," Five styles (wooden_plank / iron_reinforced / stone_carved / hidden_bookcase / dungeon_gate) with hinges, bands, studs, books, etc."," Wooden plank lines L10451 are positioned at `depth/2 + 0.002` (just outside front face) — visible ""z-fight risk"" but small. Should be inset/carved.", Carve plank lines into door (boolean cut); add brace-pattern Z-bracing for wood door; properly weld iron bands to door body; add lock plate.,polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
947,procedural_meshes.py,generate_window_mesh,10595,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Four styles (arched_gothic / circular_rose / arrow_slit / stained_frame)., Notre-Dame in AC Unity: each window is hand-authored tracery + stained-glass tessellated cards. ~5-8k tris., Four styles (arched_gothic / circular_rose / arrow_slit / stained_frame).," Gothic arch L10640 is built from SPHERES at arc points — arch is bumpy beads, not a smooth tracery. Severity: MEDIUM.", Sweep tube along arch curve (not spheres); add glass plane with stained-glass UVs; lead-came strips.,important,—,—,—,C+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
948,procedural_meshes.py,generate_trapdoor_mesh,10725,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Wooden or iron trapdoor + plank lines + braces + hinge + ring handle + floor frame.," Skyrim/ESO trapdoors: hand-modeled with iron strap reinforcement, properly mounted ring handle on hinge bracket. ~800 tris.", Wooden or iron trapdoor + plank lines + braces + hinge + ring handle + floor frame.," Ring handle L10765 ""rotation to stand upright"" via `(v[0], thickness + abs(v[2])  2, v[1])` — clever (ring lying in XZ → rotate so the Z dim becomes Y dim, and use abs to flatten under-side). But this projects ALL verts above thickness+0 — the bottom half of the ring (those with v[2]<0) has positiv"," Use proper rotation matrix for handle (full ring); add hinge bracket; rivets should be lower-density (12, not 24).",important,—,—,—,C+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
949,procedural_meshes.py,generate_banner_mesh,10821,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Hanging rod + 2 finial spheres + N×M fabric grid with drape sin curves.," Witcher 3 banners: physics-simulated cloth on a quad mesh, hand-painted heraldry texture. ~600 tris cloth.", Hanging rod + 2 finial spheres + N×M fabric grid with drape sin curves., Style parameter (`pointed` / `straight` / `swallowtail`) is completely ignored — no branching on style. All three styles produce identical straight-bottom banners. Severity: MEDIUM (parameter is a lie).," Implement style branching (V-cut for pointed, multi-tail for swallowtail); use proper catenary sag formula for vertical drape; add tassel geometry at bottom.",polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
950,procedural_meshes.py,generate_wall_shield_mesh,10881,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Four styles (round/kite/heater/tower) with boss / ridge / rim + wall mount.," Mordhau / Chivalry shields: per-style hand-modeled with rivet bake, leather strap geometry, boss as proper iron umbo. ~2-3k tris.", Four styles (round/kite/heater/tower) with boss / ridge / rim + wall mount., Tower style L10963-10974 has NO boss/ornament beyond a single sphere on the front (L10972) — visually the most barren of the four styles despite tower being a major medieval shield type with elaborate heraldry., Convex round profile (positive Y at center); add leather strap geometry; per-style heraldic decal slot.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
951,procedural_meshes.py,generate_mounted_head_mesh,10984,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Wall plaque (lathe flattened) + 4 creature variants (deer / boar / dragon / demon) with antlers/tusks/horns/jaws.," Skyrim/Witcher 3 mounted heads: hand-sculpted per-creature with proper anatomy, fur normal map, individually placed tusks/antlers via merged geometry. ~5-15k tris.", Wall plaque (lathe flattened) + 4 creature variants (deer / boar / dragon / demon) with antlers/tusks/horns/jaws.," Plaque flattening L11009 `(v[0], v[1], v[2]  0.3 - 0.04)` — the lathe was built in XY (lathe rotates profile around Y axis, generating XZ ring per profile point) — so v[2] is the depth-from-axis. Multiplying by 0.3 squashes depth. But the head is then placed at `z=0.08` (deer L11014), so it floats "," Use proper rotation matrices throughout; build antlers as branching swept tubes; sculpt-quality head geometry per creature; add eye highlights, mouth interior.",important,—,—,—,C+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
952,procedural_meshes.py,generate_painting_frame_mesh,11089,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Three styles (ornate / simple / gothic) with 4 frame sides + canvas plane + ornament decoration.," Witcher 3 painting frames: hand-carved corner volutes, gilded relief, painted canvas texture. ~1.5k tris.", Three styles (ornate / simple / gothic) with 4 frame sides + canvas plane + ornament decoration.," Ornate corner ornaments L11135 placed at corner positions — but the corner of the frame is at `(width/2, height/2)` which is OUTSIDE the panel center; sphere placed there overlaps half-in/half-out of frame edge. Should be inset. Severity: LOW.", Replace ornament spheres with carved-corner volutes (small hand-sculpted props); inset corners; canvas should have painting-decal slot.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
953,procedural_meshes.py,generate_rug_mesh,11163,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Three styles (rectangular / circular / runner) with thickness, border, fringe, tassels."," Witcher 3 rugs: tessellated quad with normal-mapped pile, tasseled fringe modeled, dirt/wear baked. ~600 tris."," Three styles (rectangular / circular / runner) with thickness, border, fringe, tassels."," No pattern/material variation — all three are flat-color rug shapes. Real rug variety comes from the texture, but the function emits no UV/material slot info (BUG-309 systemic)."," Add pile-height displacement geometry; pattern-decal slot for heraldry/floral; tasseled fringe should bend, not stick straight.",polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
954,procedural_meshes.py,generate_chandelier_mesh,11253,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Central chain rod + top hook ring + N tiers × M arms with cup + candle + bottom finial.," Skyrim/Bloodborne chandeliers: per-arm authored S-curve with leaf decoration, candle drip wax, chain link suspension. ~5-10k tris.", Central chain rod + top hook ring + N tiers × M arms with cup + candle + bottom finial.," Arms L11296 are axis-aligned X-direction boxes regardless of `angle` — only mid_x and mid_z are correct, but the box extends along X, not radially. Arms at angles other than 0/180 are perpendicular to their radial direction. Severity: MEDIUM (chandelier arms don't actually point outward).", Sweep S-curve tube per arm; rotate arm box to radial direction; replace cylinder chain with chain-link helper.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
955,procedural_meshes.py,generate_hanging_cage_mesh,11326,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Cylindrical bar arrangement + 4 horizontal rings + cone dome + bottom plate + chain + top ring + door outline.," Same as gibbet — Witcher 3 hanging cages have body-posable interior, chain alternation, rotting wood floor. ~4k tris.", Cylindrical bar arrangement + 4 horizontal rings + cone dome + bottom plate + chain + top ring + door outline.," Hanging ""chain"" L11370 is a single CYLINDER, not a chain. Severity: MEDIUM (function name promises hanging chain).", Replace cylinder chain with proper chain-link helper; door as inset cut into cage bars; rusted-iron material slot; corpse-attachment socket.,important,—,—,—,C+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
956,procedural_meshes.py,generate_anvil_mesh,11396,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Body + top working surface + horn cone + tail step + base + feet.," Skyrim/Kingdom Come anvils: hand-modeled with horizontal horn, distinct hardy/pritchel holes on top, weathered iron normal map. ~1.5k tris.", Body + top working surface + horn cone + tail step + base + feet.," Horn L11427 — `_make_cone(0, body_h+top_h, body_d/2 + 0.08s, top_w0.4, 0.15s0.3)` — placed at `cz=body_d/2 + 0.08s` (in front of body) and built ALONG Y — so the horn is a vertical cone in front of the anvil, not a horizontal protrusion. Real anvil horns extend horizontally forward. Severity: MEDIU", Build horn via tapered cylinder along Z (need axis-correct helper — see BUG-300 family); per-corner feet; hardy-hole boolean cut; weld scars on top face.,polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
957,procedural_meshes.py,generate_forge_mesh,11459,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: ""forge with chimney and bellows shape"", single size param."," Megascans `Blacksmith Anvil` ships at 4096²+ texture, sub-mm mesh detail (texel density 5281 px/m per Quixel listing). UE Marketplace ""Medieval Forge"" props are 5-12k tris hand-modeled with separate "," ""forge with chimney and bellows shape"", single `size` param.",," lathe a true bellows accordion (zigzag profile), add brick course stipple via vertex displacement, hood plate with rivets (sphere ring), hanging chain links (torus chain), ash sphere in pit, parametr",polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
958,procedural_meshes.py,generate_workbench_mesh,11524,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: carpenter/alchemist workbench, width, tools flag."," Witcher 3 / Skyrim crafting station meshes are 3-6k tris with carved leg ornament, dovetail joinery normal-mapped, hanging leather apron, scattered stamped chisels. `Polyhaven` CC0 workbench is 4k tr"," carpenter/alchemist workbench, `width`, `tools` flag.",," plank top with split seams (multi-quad with random Y offset), iron banding on legs (torus rings), nailed brackets at leg/top junction, hanging tools (saw/hammer geometry), shavings scatter, rope coil",polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
959,procedural_meshes.py,generate_cauldron_mesh,11601,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: cauldron with tripod legs, size, legs 3 or 4.", Witcher 3 alchemy cauldron is 3k tris with hammered iron normal map and broth-meniscus mesh inside; here we have empty bowl with no liquid surface or interior cap.," cauldron with tripod legs, `size`, `legs` 3 or 4.",," replace handle sphere chain with a true swept torus quarter-arc, add interior bowl cap (currently `close_top=False`), add liquid disc inside, soot streaks via vertex color, rivet spheres on rim attac",polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
