file,line,callable,kind,domain,current_grade,target_grade,status,priority,match_mode,best_practice_focus,known_weakness,existing_upgrade_hint,upgrade_path,validation_gates,research_refs
terrain_cliffs.py,999,_region_to_slice,function,generic,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Robust API + correctness + testability,None.,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: None. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cliffs.py,1037,_extract_lip_polyline,function,generic,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Robust API + correctness + testability,,Moore-neighbor contour tracing; return list of polyline arrays (one per disconnected lip segment).,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Targeted upgrade hint: Moore-neighbor contour tracing; return list of polyline arrays (one per disconnected lip segment). Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cliffs.py,1060,_postprocess_lip_polyline,function,generic,,A,MISSING,P0,none,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cliffs.py,1098,add_cliff_ledges,function,generic,B,A,BELOW_TARGET,P1,file_qualified,Robust API + correctness + testability,,real ledge thickness (0.3-2m); noise undulation; ledge polyline output; per-ledge material slot.,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Targeted upgrade hint: real ledge thickness (0.3-2m); noise undulation; ledge polyline output; per-ledge material slot.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cliffs.py,1168,build_talus_field,function,generic,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Robust API + correctness + testability,,scipy.ndimage.binary_dilation; world-meter apron parameter; per-chute talus fan generation; actual height delta for talus pile.,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Targeted upgrade hint: scipy.ndimage.binary_dilation; world-meter apron parameter; per-chute talus fan generation; actual height delta for talus pile. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cliffs.py,1289,_generate_cliff_overhang,function,generic,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cliffs.py,1454,_cell_center_world,function,generic,,A,MISSING,P0,none,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cliffs.py,1465,_build_cliff_overhang_mesh_specs,function,mesh,,A,MISSING,P0,none,Topology quality + LOD stability,,,"1) Topology quality + LOD stability. 2) Protect silhouette and feature edges, enforce normal and tangent correctness, and validate LOD transition error budgets. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/geometry-scripting-through-blueprints-in-unreal-engine|https://www.ea.com/frostbite/news/adaptive-hardware-accelerated-terrain-tessellation
terrain_cliffs.py,1506,pass_emit_overhang_meshes,function,mesh,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Topology quality + LOD stability,,,"1) Topology quality + LOD stability. 2) Protect silhouette and feature edges, enforce normal and tangent correctness, and validate LOD transition error budgets. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/geometry-scripting-through-blueprints-in-unreal-engine|https://www.ea.com/frostbite/news/adaptive-hardware-accelerated-terrain-tessellation
terrain_cliffs.py,1546,_fbm2,function,noise,,A,MISSING,P0,none,Spectral calibration + domain warp + deterministic seeds,,,1) Spectral calibration + domain warp + deterministic seeds. 2) Calibrate octave energy to reference terrain spectra; add domain warp and ridge variants; enforce seed-stability golden tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.,determinism|perf_budget|golden_visual|contract_tests,https://docs.world-creator.com/|https://www.ea.com/frostbite/news/terrain-in-battlefield-3-a-modern-complete-and-scalable-system
terrain_cliffs.py,1552,_h,function,generic,A-,A,AT_OR_ABOVE_TARGET,P3,global_simple,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cliffs.py,1579,_build_cliff_wall_mesh_spec,function,mesh,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Topology quality + LOD stability,,,"1) Topology quality + LOD stability. 2) Protect silhouette and feature edges, enforce normal and tangent correctness, and validate LOD transition error budgets. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/geometry-scripting-through-blueprints-in-unreal-engine|https://www.ea.com/frostbite/news/adaptive-hardware-accelerated-terrain-tessellation
terrain_cliffs.py,1764,_strata_offset_at,function,geomorph,,A,MISSING,P0,none,Physically informed landform evolution,,,"1) Physically informed landform evolution. 2) Use process-based erosion and weathering constraints, mass-conservation checks, and geomorph plausibility validators. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://www.sidefx.com/docs/houdini/nodes/sop/heightfield_erode|https://docs.quadspinner.com/Reference/Erosion/Erosion.html|https://help.world-machine.com/topic/device-thermalerosion/
terrain_cliffs.py,1807,_crack_groove_at,function,generic,,A,MISSING,P0,none,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cliffs.py,1832,_fbm_normal_perturb,function,noise,,A,MISSING,P0,none,Spectral calibration + domain warp + deterministic seeds,,,1) Spectral calibration + domain warp + deterministic seeds. 2) Calibrate octave energy to reference terrain spectra; add domain warp and ridge variants; enforce seed-stability golden tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.,determinism|perf_budget|golden_visual|contract_tests,https://docs.world-creator.com/|https://www.ea.com/frostbite/news/terrain-in-battlefield-3-a-modern-complete-and-scalable-system
terrain_cliffs.py,2028,insert_hero_cliff_meshes,function,mesh,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Topology quality + LOD stability,F by self-admission. No mesh creation. Just string append.,generate procmesh geometry from CliffStructure.face_mask + lip polyline + ledges + strata bands.,"1) Topology quality + LOD stability. 2) Protect silhouette and feature edges, enforce normal and tangent correctness, and validate LOD transition error budgets. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: F by self-admission. No mesh creation. Just string append. Targeted upgrade hint: generate procmesh geometry from CliffStructure.face_mask + lip polyline + ledges + strata bands. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/geometry-scripting-through-blueprints-in-unreal-engine|https://www.ea.com/frostbite/news/adaptive-hardware-accelerated-terrain-tessellation
terrain_cliffs.py,2217,validate_cliff_readability,function,validation,F,A,BELOW_TARGET,P0,file_qualified,Gate quality with measurable thresholds,,"add aspect-ratio check (reject 1-cell-wide needles); add height check (≥3m for ""cliff"", ≥10m for ""hero""); add silhouette-readability check (master Section 10).","1) Gate quality with measurable thresholds. 2) Convert heuristic checks into explicit pass or fail metrics, visual diffs, and reproducibility locks. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Targeted upgrade hint: add aspect-ratio check (reject 1-cell-wide needles); add height check (≥3m for ""cliff"", ≥10m for ""hero""); add silhouette-readability check (master Section 10).",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://help.world-machine.com/topic/build-4046-hurricane-ridge-final/
terrain_cliffs.py,2286,pass_cliffs,function,pipeline,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Contract-driven orchestration reliability,,"fix DECL DRIFT (declare ridge, saliency_macro, hero_exclusion); add quality gate (cliff_count ≥ 1 when slope > 55° present); replace F-stub.","1) Contract-driven orchestration reliability. 2) Harden produced and consumed channel contracts, rollback integrity, and explicit pass dependency tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Targeted upgrade hint: fix DECL DRIFT (declare ridge, saliency_macro, hero_exclusion); add quality gate (cliff_count ≥ 1 when slope > 55° present); replace F-stub. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-overview
terrain_cliffs.py,2415,_protected_mask_for_cliffs,function,generic,B+,A,BELOW_TARGET,P1,file_qualified,Robust API + correctness + testability,Duplicate of `terrain_caves._protected_mask_for_caves` (master CONFLICT pattern). Same meshgrid recompute. Should live in `terrain_semantics`.,consolidate to a shared utility.,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: Duplicate of `terrain_caves._protected_mask_for_caves` (master CONFLICT pattern). Same meshgrid recompute. Should live in `terrain_semantics`. Targeted upgrade hint: consolidate to a shared utility.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cliffs.py,2441,register_bundle_b_passes,function,pipeline,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Contract-driven orchestration reliability,"DECL DRIFT — body reads `slope`, `saliency_macro`, `ridge`, `hero_exclusion`. Declaration is too narrow. Same pattern as `register_bundle_f_passes`. Master G1 hazard.","`requires_channels=(""slope"", ""saliency_macro"", ""ridge"")` (hero_exclusion is optional and should be marked as such).","1) Contract-driven orchestration reliability. 2) Harden produced and consumed channel contracts, rollback integrity, and explicit pass dependency tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: DECL DRIFT — body reads `slope`, `saliency_macro`, `ridge`, `hero_exclusion`. Declaration is too narrow. Same pattern as `register_bundle_f_passes`. Master G1 hazard. Targeted upgrade hint: `requires_channels=(""slope"", ""saliency_macro"", ""ridge"")` (hero_exclusion is optional and should be marked as such). Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-overview
terrain_cloud_shadow.py,43,_build_perm_table,function,generic,,A,MISSING,P0,none,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cloud_shadow.py,55,_value_noise,function,noise,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Spectral calibration + domain warp + deterministic seeds,,,1) Spectral calibration + domain warp + deterministic seeds. 2) Calibrate octave energy to reference terrain spectra; add domain warp and ridge variants; enforce seed-stability golden tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.,determinism|perf_budget|golden_visual|contract_tests,https://docs.world-creator.com/|https://www.ea.com/frostbite/news/terrain-in-battlefield-3-a-modern-complete-and-scalable-system
terrain_cloud_shadow.py,131,compute_cloud_shadow_mask,function,generic,B+,A,BELOW_TARGET,P1,file_qualified,Robust API + correctness + testability,**NO cross-tile coherence** — the seed mixes `state.intent.seed ^ tile_x * c1 ^ tile_y * c2` (cloud_shadow.py is called from pass with such mixing) — adjacent tiles will show hard discontinuous cloud edges at seams. Real cloud shadow is a single global field sampled by all tiles. **No advection** —…,switch to a global world-space noise function (no tile-scoped seed) so all tiles sample the same field; expose `wind_velocity_m_per_s` for advection.,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: **NO cross-tile coherence** — the seed mixes `state.intent.seed ^ tile_x * c1 ^ tile_y * c2` (cloud_shadow.py is called from pass with such mixing) — adjacent tiles will show hard discontinuous cloud edges at seams. Real cloud shadow is a single global field sampled by all tiles. **No advection** —… Targeted upgrade hint: switch to a global world-space noise function (no tile-scoped seed) so all tiles sample the same field; expose `wind_velocity_m_per_s` for advection.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_cloud_shadow.py,236,pass_cloud_shadow,function,pipeline,B+,A,BELOW_TARGET,P1,file_qualified,Contract-driven orchestration reliability,,,"1) Contract-driven orchestration reliability. 2) Harden produced and consumed channel contracts, rollback integrity, and explicit pass dependency tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-overview
terrain_cloud_shadow.py,322,register_bundle_j_cloud_shadow_pass,function,pipeline,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Contract-driven orchestration reliability,,,"1) Contract-driven orchestration reliability. 2) Harden produced and consumed channel contracts, rollback integrity, and explicit pass dependency tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-overview
terrain_decal_placement.py,47,_safe_norm,function,materials,,A,MISSING,P0,none,Physically based material layering,,,"1) Physically based material layering. 2) Adopt PBR-safe channel mixing, triplanar and UV consistency, and profile-bound texture budget enforcement. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://www.ubisoft.com/en-us/studio/laforge/news/1i3YOvQX2iArLlScBPqBZs/generative-base-material-an-open-source-prototype-for-pbr-material-estimation-debuting-at-siggraph-asia-2025|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine
terrain_decal_placement.py,55,_log_norm,function,materials,,A,MISSING,P0,none,Physically based material layering,,,"1) Physically based material layering. 2) Adopt PBR-safe channel mixing, triplanar and UV consistency, and profile-bound texture budget enforcement. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://www.ubisoft.com/en-us/studio/laforge/news/1i3YOvQX2iArLlScBPqBZs/generative-base-material-an-open-source-prototype-for-pbr-material-estimation-debuting-at-siggraph-asia-2025|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine
terrain_decal_placement.py,62,compute_decal_density,function,materials,B+,A,BELOW_TARGET,P1,file_qualified,Physically based material layering,"BLOOD_STAIN gates on `gameplay == 1` (hardcoded magic number; should be `GameplayZoneType.COMBAT.value`). The `norm()` helper rescales each signal to its own [0..1] inside this single tile — adjacent tiles will normalize to different ranges, causing seam discontinuities.; AAA gap: **CRITICAL** — th…","produce a `List[DecalInstance]` with proper (world_pos, normal_vec, yaw_rad, scale_m, material_id, source_seed) — use Poisson-disk-in-mask sampling instead of dumping every cell with density>0.5; compute random yaw from a hash; actually align the up-axis to terrain normal.","1) Physically based material layering. 2) Adopt PBR-safe channel mixing, triplanar and UV consistency, and profile-bound texture budget enforcement. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: BLOOD_STAIN gates on `gameplay == 1` (hardcoded magic number; should be `GameplayZoneType.COMBAT.value`). The `norm()` helper rescales each signal to its own [0..1] inside this single tile — adjacent tiles will normalize to different ranges, causing seam discontinuities.; AAA gap: **CRITICAL** — th… Targeted upgrade hint: produce a `List[DecalInstance]` with proper (world_pos, normal_vec, yaw_rad, scale_m, material_id, source_seed) — use Poisson-disk-in-mask sampling instead of dumping every cell with density>0.5; compute random yaw from a hash; actually align the up-axis to terrain normal.",determinism|perf_budget|golden_visual|contract_tests,https://www.ubisoft.com/en-us/studio/laforge/news/1i3YOvQX2iArLlScBPqBZs/generative-base-material-an-open-source-prototype-for-pbr-material-estimation-debuting-at-siggraph-asia-2025|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine
terrain_decal_placement.py,259,pass_decals,function,materials,B+,A,BELOW_TARGET,P1,file_qualified,Physically based material layering,"never produces actual instance positions — only heatmaps. The pass name ""decals"" is misleading; should be `decal_density_masks`.; AAA gap: same as above — heat map ≠ decal.","produce instance arrays inline; expose as `stack.decal_instances: Dict[str, np.ndarray (N,7)]`.","1) Physically based material layering. 2) Adopt PBR-safe channel mixing, triplanar and UV consistency, and profile-bound texture budget enforcement. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: never produces actual instance positions — only heatmaps. The pass name ""decals"" is misleading; should be `decal_density_masks`.; AAA gap: same as above — heat map ≠ decal. Targeted upgrade hint: produce instance arrays inline; expose as `stack.decal_instances: Dict[str, np.ndarray (N,7)]`.",determinism|perf_budget|golden_visual|contract_tests,https://www.ubisoft.com/en-us/studio/laforge/news/1i3YOvQX2iArLlScBPqBZs/generative-base-material-an-open-source-prototype-for-pbr-material-estimation-debuting-at-siggraph-asia-2025|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine
terrain_decal_placement.py,307,register_bundle_j_decals_pass,function,materials,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Physically based material layering,,,"1) Physically based material layering. 2) Adopt PBR-safe channel mixing, triplanar and UV consistency, and profile-bound texture budget enforcement. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://www.ubisoft.com/en-us/studio/laforge/news/1i3YOvQX2iArLlScBPqBZs/generative-base-material-an-open-source-prototype-for-pbr-material-estimation-debuting-at-siggraph-asia-2025|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine
terrain_delta_integrator.py,54,_collect_deltas,function,generic,B,A,BELOW_TARGET,P1,file_qualified,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_delta_integrator.py,66,pass_integrate_deltas,function,pipeline,B+,A,BELOW_TARGET,P1,file_qualified,Contract-driven orchestration reliability,"1. Reports `""max_delta"": float(total_delta.min())` (line 160) — labeled as ""most negative = deepest carve"" in comment. The METRIC NAME is misleading: callers reading ""max_delta"" will see the most-negative value. This is a confusing API and will break dashboard plots. 2. Allocates the meshgrid for p…",rename metric to `min_delta_m`; cache the protected mask on the state; prefer in-place slice ops.,"1) Contract-driven orchestration reliability. 2) Harden produced and consumed channel contracts, rollback integrity, and explicit pass dependency tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: 1. Reports `""max_delta"": float(total_delta.min())` (line 160) — labeled as ""most negative = deepest carve"" in comment. The METRIC NAME is misleading: callers reading ""max_delta"" will see the most-negative value. This is a confusing API and will break dashboard plots. 2. Allocates the meshgrid for p… Targeted upgrade hint: rename metric to `min_delta_m`; cache the protected mask on the state; prefer in-place slice ops.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-overview
terrain_delta_integrator.py,172,register_integrator_pass,function,pipeline,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Contract-driven orchestration reliability,,,"1) Contract-driven orchestration reliability. 2) Harden produced and consumed channel contracts, rollback integrity, and explicit pass dependency tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-overview
terrain_dem_import.py,108,_synthetic_dem,function,generic,B,A,BELOW_TARGET,P1,file_qualified,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_dem_import.py,130,_fill_nodata,function,generic,,A,MISSING,P0,none,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_dem_import.py,185,_bilinear_resample_2d,function,generic,,A,MISSING,P0,none,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
terrain_dem_import.py,211,_load_hgt,function,generic,,A,MISSING,P0,none,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
